child_id,parent_id,match,word_jaccard_sim,tax_overlap_count,num_overlap_count,common_word_count
1038850,667958,0,0.10211267605633803,15,1,29
1038850,883791,0,0.13101604278074866,16,6,49
1038850,848905,0,0.11409395973154363,14,3,34
1038850,1086718,0,0.1360759493670886,17,6,43
1038850,1297547,0,0.15808823529411764,16,2,43
1038850,877838,0,0.1162227602905569,20,6,48
1038850,1315834,0,0.14776632302405499,14,2,43
1038850,1227077,0,0.15636363636363637,14,6,43
1038850,1312266,0,0.1501597444089457,16,6,47
1038850,979037,0,0.09685230024213075,18,1,40
1038850,1270526,0,0.13780918727915195,14,3,39
1038850,809536,0,0.12915129151291513,15,3,35
1038850,1319986,0,0.16352201257861634,17,3,52
1038850,1403031,0,0.15755627009646303,20,1,49
1038850,1366611,0,0.11929824561403508,9,2,34
1038850,1096459,0,0.14527027027027026,17,2,43
1038850,1304182,0,0.1553784860557769,17,2,39
1038850,786387,0,0.05985915492957746,8,2,34
1039096,1036850,1,0.23809523809523808,16,2,30
1039096,1369381,0,0.09634551495016612,14,2,29
1039096,1332511,0,0.09865470852017937,12,0,22
1039096,1381709,0,0.09049773755656108,13,0,20
1039096,1325494,0,0.08280254777070063,13,1,26
1039096,1297639,0,0.10648148148148148,13,0,23
1039096,1284207,0,0.10126582278481013,13,0,24
1039096,1215943,0,0.08116883116883117,13,2,25
1039096,1044703,0,0.07518796992481203,10,1,20
1039096,1356368,0,0.09174311926605505,12,1,20
1039096,1313251,0,0.10256410256410256,11,1,20
1039096,922925,0,0.09863945578231292,16,0,29
1039096,1229995,0,0.08588957055214724,9,1,14
1039096,1095825,0,0.08757062146892655,12,1,31
1039096,982611,0,0.10139860139860139,14,0,29
1039096,828997,0,0.1044776119402985,8,0,14
1039096,981607,0,0.09433962264150944,12,0,25
1039096,728665,0,0.023255813953488372,0,0,2
1039096,873314,0,0.08368200836820083,11,0,20
1039096,1328122,0,0.10344827586206896,15,2,30
1039096,919462,0,0.11538461538461539,13,0,21
1039096,1208661,0,0.09363295880149813,13,2,25
1039096,776841,0,0.08482142857142858,10,0,19
1039096,860373,0,0.0970873786407767,12,0,20
1039096,1232687,0,0.10674157303370786,9,1,19
1040064,1036850,1,0.1242603550295858,15,2,21
1040064,982025,0,0.07075471698113207,24,5,60
1040064,920474,0,0.10839160839160839,15,0,31
1040064,981609,0,0.1565217391304348,14,4,36
1040064,832971,0,0.13108614232209737,15,1,35
1040064,1351518,0,0.16342412451361868,19,3,42
1040064,893975,0,0.1862348178137652,16,1,46
1040064,900198,0,0.09659090909090909,12,0,17
1040064,914624,0,0.14583333333333334,17,2,42
1040064,894685,0,0.1263537906137184,15,3,35
1040064,852434,0,0.10382513661202186,20,1,38
1040064,1338125,0,0.092,12,1,23
1040064,1430097,0,0.1588785046728972,13,2,34
1040064,1250707,0,0.1032258064516129,16,5,32
1040064,832418,0,0.06864988558352403,12,0,30
1040064,667995,0,0.09129511677282377,20,1,43
1040064,806442,0,0.1289308176100629,17,2,41
1040064,1303827,0,0.11553784860557768,11,0,29
1040064,873809,0,0.11870503597122302,18,2,33
1040064,1046330,0,0.10982658959537572,15,3,38
1040064,972733,0,0.12692307692307692,12,2,33
1040064,1258604,0,0.14330218068535824,16,1,46
1040064,767956,0,0.045871559633027525,8,1,25
1040064,1115206,0,0.1455223880597015,13,5,39
1040064,1194323,0,0.14042553191489363,11,4,33
1040906,667719,1,0.11764705882352941,8,0,10
1040906,1014813,0,0.04950495049504951,5,0,5
1040906,724637,0,0.0330188679245283,6,0,7
1040906,1292293,0,0.03296703296703297,6,0,6
1040906,1208661,0,0.03167420814479638,6,0,7
1040906,932527,0,0.01238390092879257,5,0,8
1040906,1459250,0,0.031746031746031744,6,0,8
1040906,667942,0,0.02894736842105263,7,0,11
1040906,1071193,0,0.02830188679245283,5,0,6
1040906,877838,0,0.02912621359223301,6,0,9
1040906,1365995,0,0.023148148148148147,5,0,5
1040906,728192,0,0.029914529914529916,5,0,7
1040906,1305540,0,0.023346303501945526,5,0,6
1040906,767957,0,0.014925373134328358,5,0,8
1040906,770148,0,0.02459016393442623,5,0,6
1040906,698099,0,0.020833333333333332,5,0,5
1040906,834529,0,0.03409090909090909,6,0,9
1040906,1125545,0,0.034482758620689655,5,0,7
1040906,904127,0,0.05454545454545454,5,0,9
1040906,667935,0,0.025380710659898477,5,0,5
1040906,846753,0,0.02631578947368421,5,0,5
1040906,852435,0,0.05660377358490566,5,0,6
1040906,1271446,0,0.027777777777777776,5,0,5
1040906,1132981,0,0.037037037037037035,5,0,8
1040906,1197884,0,0.02,5,0,5
1057578,667719,1,0.0364741641337386,15,1,36
1057578,776747,0,0.08088888888888889,22,6,91
1057578,1013520,0,0.08485401459854014,25,3,93
1057578,1297545,0,0.062146892655367235,19,6,66
1057578,1231790,0,0.09907407407407408,23,3,107
1057578,1315834,0,0.06368821292775666,18,2,67
1057578,1349683,0,0.07446808510638298,20,2,77
1057578,1244320,0,0.07553956834532374,24,3,84
1057578,848911,0,0.0923217550274223,23,1,101
1057578,972731,0,0.043095004897159644,15,2,44
1057578,1308464,0,0.05916585838991271,20,1,61
1057578,757371,0,0.09771689497716896,26,9,107
1057578,800915,0,0.07276119402985075,18,3,78
1057578,1205693,0,0.08301526717557252,25,6,87
1057578,1425578,0,0.09344115004492363,23,3,104
1057578,1228191,0,0.056925996204933584,17,2,60
1057578,846837,0,0.047856430707876374,16,2,48
1057578,1371323,0,0.06130268199233716,21,2,64
1057578,741359,0,0.13863822805578344,32,6,169
1057578,1241062,0,0.061284046692607,18,5,63
1057578,834528,0,0.07789678675754626,23,6,80
1057578,1461015,0,0.07375478927203065,26,4,77
1057578,1287585,0,0.08987701040681173,26,1,95
1057578,1046331,0,0.07231208372978117,18,2,76
1057578,860861,0,0.041749502982107355,15,2,42
1085871,667719,1,0.08832807570977919,15,1,28
1085871,1460152,0,0.12727272727272726,18,0,49
1085871,844292,0,0.11948529411764706,21,2,65
1085871,1065176,0,0.11188811188811189,18,2,48
1085871,1205797,0,0.07323943661971831,12,0,26
1085871,692910,0,0.10268948655256724,20,1,42
1085871,1047815,0,0.11576354679802955,18,1,47
1085871,873804,0,0.12021857923497267,15,3,44
1085871,667939,0,0.10894941634241245,20,1,56
1085871,970713,0,0.12698412698412698,20,2,56
1085871,993113,0,0.1346153846153846,19,3,56
1085871,1354205,0,0.10981308411214953,19,0,47
1085871,1259817,0,0.13071895424836602,22,2,60
1085871,694988,0,0.10835214446952596,20,3,48
1085871,877445,0,0.13157894736842105,20,2,55
1085871,1224175,0,0.11538461538461539,21,1,45
1085871,1264315,0,0.11779448621553884,16,0,47
1085871,1297545,0,0.0975609756097561,16,1,40
1085871,1031338,0,0.11789473684210526,19,1,56
1085871,1326061,0,0.09366391184573003,12,2,34
1085871,1260171,0,0.1228813559322034,16,2,58
1085871,1260856,0,0.1195079086115993,27,0,68
1085871,1011146,0,0.09308510638297872,16,2,35
1085871,916596,0,0.116751269035533,20,3,46
1085871,1305906,0,0.11894273127753303,21,1,54
1108067,667719,1,0.09538461538461539,13,0,31
1108067,1203833,0,0.11678832116788321,17,1,48
1108067,770234,0,0.12,16,1,48
1108067,1406911,0,0.12184873949579832,19,0,58
1108067,1241165,0,0.06534090909090909,13,1,23
1108067,731405,0,0.1206896551724138,19,1,56
1108067,667960,0,0.13140311804008908,19,0,59
1108067,757371,0,0.12869198312236288,20,2,61
1108067,1374508,0,0.11778846153846154,16,1,49
1108067,687851,0,0.1127348643006263,15,2,54
1108067,1440096,0,0.1079136690647482,19,1,45
1108067,1270852,0,0.0830945558739255,13,0,29
1108067,1253499,0,0.12240184757505773,20,1,53
1108067,711066,0,0.11818181818181818,20,1,52
1108067,982025,0,0.10869565217391304,25,2,105
1108067,1205798,0,0.11594202898550725,20,1,56
1108067,1052360,0,0.09408602150537634,14,2,35
1108067,667961,0,0.11641221374045801,21,0,61
1108067,1208658,0,0.08418367346938775,11,2,33
1108067,919970,0,0.10263157894736842,11,2,39
1108067,667982,0,0.125,21,0,49
1108067,1245580,0,0.10583153347732181,17,1,49
1108067,1022703,0,0.08872901678657075,17,1,37
1108067,951585,0,0.12268518518518519,20,1,53
1108067,1207988,0,0.13333333333333333,16,0,52
718120,718338,1,0.22857142857142856,37,1,184
718120,1289456,0,0.09268292682926829,13,0,38
718120,1308463,0,0.0963855421686747,13,0,40
718120,1247006,0,0.09390862944162437,13,0,37
718120,1308233,0,0.09929078014184398,14,0,42
718120,1416323,0,0.08064516129032258,11,0,30
718120,1401781,0,0.08888888888888889,16,1,44
718120,668011,0,0.1448087431693989,23,0,53
718120,782724,0,0.11627906976744186,15,0,45
718120,988654,0,0.11192214111922141,15,1,46
718120,858197,0,0.10698689956331878,18,1,49
718120,1277500,0,0.08370044052863436,16,0,38
718120,1414389,0,0.13656387665198239,20,1,62
718120,873809,0,0.13170731707317074,20,2,54
718120,1165507,0,0.102803738317757,17,0,44
718120,1218535,0,0.08359133126934984,15,0,27
718120,831438,0,0.12526096033402923,20,0,60
718120,997414,0,0.09366391184573003,15,0,34
718120,1338693,0,0.07887323943661972,12,0,28
718120,1395769,0,0.09828009828009827,17,0,40
718120,1361169,0,0.11442786069651742,16,0,46
718120,1210961,0,0.09441233140655106,19,1,49
718120,802537,0,0.09898989898989899,19,0,49
718120,771370,0,0.09887005649717515,22,0,70
718120,732718,0,0.11528822055137844,18,1,46
718144,718338,1,0.1295060080106809,24,1,97
718144,882630,0,0.1111111111111111,13,0,40
718144,716990,0,0.11212121212121212,14,0,37
718144,1276084,0,0.08996539792387544,10,1,26
718144,782300,0,0.09283819628647215,13,0,35
718144,736014,0,0.10835913312693499,14,0,35
718144,770150,0,0.07308377896613191,13,0,41
718144,922923,0,0.096875,13,0,31
718144,818335,0,0.07142857142857142,7,0,16
718144,1443969,0,0.11196911196911197,10,0,29
718144,1051645,0,0.12340425531914893,11,1,29
718144,1337383,0,0.08955223880597014,11,0,24
718144,1311590,0,0.11811023622047244,14,0,30
718144,1318597,0,0.08259587020648967,12,0,28
718144,975974,0,0.09627329192546584,14,0,31
718144,1036850,0,0.10497237569060773,12,0,19
718144,852434,0,0.09814323607427056,18,1,37
718144,843512,0,0.09375,12,0,30
718144,1019878,0,0.08962264150943396,8,0,19
718144,988753,0,0.07983193277310924,10,0,19
718144,667980,0,0.07654723127035831,17,1,47
718144,835194,0,0.09642857142857143,12,0,27
718144,1337324,0,0.10644257703081232,14,0,38
718144,922948,0,0.11242603550295859,14,0,38
718144,1360312,0,0.10064935064935066,12,0,31
718180,718338,1,0.1295060080106809,24,1,97
718180,681830,0,0.1021671826625387,14,0,33
718180,787605,0,0.09569377990430622,9,1,20
718180,701846,0,0.09797297297297297,13,0,29
718180,1245649,0,0.09375,11,0,33
718180,1325494,0,0.08169014084507042,13,0,29
718180,1297547,0,0.09375,9,0,24
718180,827065,0,0.09863945578231292,10,1,29
718180,834155,0,0.07272727272727272,7,0,16
718180,696542,0,0.09090909090909091,13,0,32
718180,709892,0,0.09538461538461539,12,0,31
718180,1303827,0,0.11969111969111969,12,0,31
718180,921483,0,0.12173913043478261,17,1,42
718180,1274642,0,0.12203389830508475,12,0,36
718180,1232964,0,0.0684931506849315,7,0,10
718180,925965,0,0.10476190476190476,10,0,22
718180,1153798,0,0.10909090909090909,11,0,30
718180,1445203,0,0.0888030888030888,10,0,23
718180,961214,0,0.08745247148288973,9,0,23
718180,1224175,0,0.11406844106463879,14,0,30
718180,1138881,0,0.10104529616724739,11,0,29
718180,1208658,0,0.088,8,0,22
718180,862347,0,0.0938337801608579,13,0,35
718180,906428,0,0.11038961038961038,13,0,34
718180,1194461,0,0.09706546275395034,14,0,43
718208,718338,1,0.07856191744340879,20,0,59
718208,741773,0,0.0755287009063444,13,1,25
718208,1299184,0,0.07279693486590039,9,0,19
718208,1218543,0,0.05982905982905983,5,0,7
718208,1222451,0,0.0931899641577061,12,0,26
718208,1276304,0,0.0873015873015873,11,0,22
718208,1241164,0,0.10240963855421686,9,0,17
718208,733615,0,0.06496062992125984,14,1,33
718208,770237,0,0.0688622754491018,11,0,23
718208,1452635,0,0.07079646017699115,10,0,24
718208,1170547,0,0.08754208754208755,12,0,26
718208,1183771,0,0.12213740458015267,11,0,32
718208,667977,0,0.055782312925170066,17,0,41
718208,1304180,0,0.08771929824561403,9,0,20
718208,1408067,0,0.08045977011494253,9,0,21
718208,1465298,0,0.07792207792207792,9,0,18
718208,1422210,0,0.01020408163265306,1,0,1
718208,852549,0,0.05291005291005291,6,0,10
718208,667931,0,0.09340659340659341,8,0,17
718208,1065176,0,0.09124087591240876,10,1,25
718208,1253498,0,0.0851063829787234,10,0,20
718208,1227980,0,0.08050847457627118,9,0,19
718208,975976,0,0.0663265306122449,11,0,26
718208,824014,0,0.08609271523178808,10,0,26
718208,1381709,0,0.059574468085106386,9,0,14
718301,718338,1,0.07532467532467532,19,1,58
718301,1297546,0,0.09064327485380116,13,0,31
718301,877838,0,0.088,17,1,33
718301,1334403,0,0.11297071129707113,10,2,27
718301,1219198,0,0.08156028368794327,11,1,23
718301,959968,0,0.10486891385767791,14,0,28
718301,939698,0,0.09935897435897435,15,0,31
718301,790553,0,0.11059907834101383,9,0,24
718301,898910,0,0.09615384615384616,11,1,20
718301,1089859,0,0.07547169811320754,9,0,16
718301,1011146,0,0.08189655172413793,10,0,19
718301,667955,0,0.08838383838383838,14,1,35
718301,879347,0,0.08443271767810026,14,0,32
718301,667954,0,0.10034602076124567,14,0,29
718301,892449,0,0.09269662921348315,13,0,33
718301,1152122,0,0.09417040358744394,11,0,21
718301,727718,0,0.08791208791208792,10,1,24
718301,1391804,0,0.10294117647058823,12,1,28
718301,1130949,0,0.09205020920502092,12,0,22
718301,1249489,0,0.08282208588957055,14,1,27
718301,1368006,0,0.09666666666666666,14,0,29
718301,1239309,0,0.08902077151335312,13,0,30
718301,916597,0,0.09561752988047809,12,1,24
718301,1031338,0,0.0847953216374269,12,0,29
718301,1224761,0,0.10915492957746478,12,1,31
718304,718338,1,0.17573696145124718,34,1,155
718304,1438023,0,0.10995850622406639,16,1,53
718304,975004,0,0.12852112676056338,19,1,73
718304,1170908,0,0.10430839002267574,16,0,46
718304,1195769,0,0.11702127659574468,16,1,55
718304,1111962,0,0.11316872427983539,17,2,55
718304,668002,0,0.07605633802816901,11,0,27
718304,871701,0,0.07259953161592506,13,0,31
718304,1435085,0,0.08314606741573034,15,1,37
718304,806874,0,0.09424083769633508,15,0,36
718304,1286718,0,0.11208791208791209,16,0,51
718304,679005,0,0.11264822134387352,19,0,57
718304,773195,0,0.09534368070953436,17,1,43
718304,790184,0,0.1289134438305709,17,2,70
718304,1333347,0,0.07728337236533958,13,1,33
718304,1199749,0,0.11255411255411256,18,1,52
718304,909352,0,0.09560229445506692,18,0,50
718304,925286,0,0.09248554913294797,17,1,48
718304,717521,0,0.09873949579831932,16,0,47
718304,959968,0,0.09803921568627451,17,0,45
718304,831436,0,0.1076923076923077,18,1,49
718304,982012,0,0.09523809523809523,15,0,42
718304,1308233,0,0.10085836909871244,15,1,47
718304,1205693,0,0.11946902654867257,19,2,54
718304,782723,0,0.13070539419087138,20,2,63
718305,718338,1,0.0726552179656539,20,1,55
718305,1261990,0,0.11764705882352941,13,0,28
718305,735910,0,0.09444444444444444,10,1,17
718305,1208658,0,0.0867579908675799,9,1,19
718305,972732,0,0.07035175879396985,11,1,28
718305,1391804,0,0.109375,11,1,28
718305,1220976,0,0.10566037735849057,11,0,28
718305,1437019,0,0.11023622047244094,11,1,28
718305,1464356,0,0.11068702290076336,13,0,29
718305,1271445,0,0.1013215859030837,11,0,23
718305,975976,0,0.0741687979539642,12,0,29
718305,728951,0,0.09497206703910614,11,0,17
718305,768145,0,0.10526315789473684,10,0,20
718305,694722,0,0.11486486486486487,13,0,17
718305,1360313,0,0.09195402298850575,11,2,24
718305,799939,0,0.11,10,0,22
718305,1152967,0,0.10507246376811594,12,1,29
718305,1331030,0,0.08463949843260188,14,1,27
718305,976216,0,0.1,10,0,19
718305,1446436,0,0.08945686900958466,11,1,28
718305,1338936,0,0.09502262443438914,11,0,21
718305,1293110,0,0.10638297872340426,12,1,30
718305,972400,0,0.11068702290076336,11,0,29
718305,694128,0,0.08955223880597014,12,0,30
718305,1313314,0,0.1072961373390558,12,0,25
718310,718338,1,0.07255936675461741,19,1,55
718310,1469338,0,0.10362694300518134,11,0,20
718310,1371323,0,0.09913793103448276,12,0,23
718310,1208242,0,0.08955223880597014,12,0,24
718310,1338997,0,0.08115942028985507,10,0,28
718310,1054326,0,0.09473684210526316,9,0,18
718310,1288789,0,0.09166666666666666,11,1,22
718310,1452632,0,0.10752688172043011,13,1,30
718310,1441107,0,0.0949367088607595,12,1,30
718310,1232687,0,0.08900523560209424,8,0,17
718310,751075,0,0.12267657992565056,14,1,33
718310,803097,0,0.08896797153024912,12,1,25
718310,1084906,0,0.07629427792915532,13,1,28
718310,1271446,0,0.1016949152542373,11,0,24
718310,1461015,0,0.11203319502074689,13,1,27
718310,1207755,0,0.09663865546218488,13,0,23
718310,1174558,0,0.09663865546218488,12,0,23
718310,667936,0,0.03153153153153153,12,1,21
718310,728605,0,0.08278145695364239,13,0,25
718310,690533,0,0.09268292682926829,15,2,38
718310,704847,0,0.08520179372197309,10,0,19
718310,796108,0,0.08,13,0,26
718310,775692,0,0.10655737704918032,13,0,26
718310,1206927,0,0.10087719298245613,12,0,23
718310,1343104,0,0.10096153846153846,11,0,21
718314,718338,1,0.07079646017699115,17,0,56
718314,860814,0,0.09510086455331412,16,0,33
718314,1027645,0,0.09055118110236221,11,0,23
718314,892452,0,0.10550458715596331,12,1,23
718314,1337770,0,0.09836065573770492,11,1,24
718314,789954,0,0.08153078202995008,19,1,49
718314,1174300,0,0.10683760683760683,13,1,25
718314,1284521,0,0.10508474576271186,11,0,31
718314,1303853,0,0.09345794392523364,13,0,20
718314,1260173,0,0.10810810810810811,15,1,28
718314,879347,0,0.11688311688311688,14,0,45
718314,767959,0,0.04294478527607362,4,0,7
718314,1293856,0,0.1076923076923077,11,0,28
718314,1260856,0,0.09010989010989011,14,0,41
718314,1258431,0,0.1292517006802721,16,1,38
718314,1365123,0,0.11063829787234042,13,0,26
718314,667945,0,0.1010752688172043,17,0,47
718314,974027,0,0.08602150537634409,10,0,16
718314,961214,0,0.1124031007751938,13,0,29
718314,1416323,0,0.1016949152542373,12,0,24
718314,1051646,0,0.08244680851063829,13,0,31
718314,1036850,0,0.09239130434782608,11,0,17
718314,787285,0,0.11400651465798045,14,0,35
718314,980711,0,0.10752688172043011,15,1,30
718314,1451997,0,0.11258278145695365,19,1,51
718316,718338,1,0.07772020725388601,21,1,60
718316,1423585,0,0.10441767068273092,12,0,26
718316,800196,0,0.06873614190687362,14,1,31
718316,1235531,0,0.06761565836298933,10,0,19
718316,667982,0,0.11382113821138211,14,0,28
718316,1371379,0,0.07806691449814127,10,0,21
718316,1175226,0,0.08163265306122448,12,0,20
718316,797867,0,0.10263929618768329,16,0,35
718316,1018677,0,0.09433962264150944,13,0,25
718316,1363561,0,0.10231023102310231,14,1,31
718316,720566,0,0.10238907849829351,15,1,30
718316,1430353,0,0.07754010695187166,15,1,29
718316,1200831,0,0.0966183574879227,11,0,20
718316,1250019,0,0.09854014598540146,12,0,27
718316,892104,0,0.08836206896551724,15,0,41
718316,747036,0,0.09872611464968153,15,1,31
718316,732718,0,0.1076923076923077,11,0,28
718316,821208,0,0.09309309309309309,15,0,31
718316,717522,0,0.09090909090909091,12,0,22
718316,972401,0,0.07285974499089254,16,1,40
718316,961114,0,0.08163265306122448,9,1,24
718316,776841,0,0.08333333333333333,9,0,21
718316,1411150,0,0.08620689655172414,9,0,20
718316,1222451,0,0.10472972972972973,13,1,31
718316,797088,0,0.08898305084745763,11,1,21
718318,718338,1,0.09379128137384413,22,0,71
718318,1248355,0,0.08620689655172414,9,0,20
718318,690532,0,0.10493827160493827,15,0,34
718318,1276304,0,0.11877394636015326,14,0,31
718318,1239423,0,0.10818713450292397,12,0,37
718318,1406864,0,0.07977207977207977,11,0,28
718318,981535,0,0.08433734939759036,10,0,21
718318,1411149,0,0.09090909090909091,12,0,24
718318,775692,0,0.10465116279069768,13,0,27
718318,989537,0,0.11065573770491803,11,0,27
718318,1213687,0,0.087248322147651,13,0,26
718318,927594,0,0.07389162561576355,9,0,15
718318,975976,0,0.08188585607940446,12,0,33
718318,1215942,0,0.09433962264150944,14,0,30
718318,771988,0,0.09319899244332494,13,0,37
718318,1169213,0,0.10116731517509728,13,0,26
718318,1369844,0,0.09157509157509157,14,0,25
718318,1348960,0,0.11858974358974358,18,0,37
718318,1237161,0,0.08083832335329341,11,0,27
718318,916596,0,0.12,13,0,30
718318,1205110,0,0.10408921933085502,12,0,28
718318,1095035,0,0.1038961038961039,10,0,24
718318,1430099,0,0.06779661016949153,8,0,16
718318,830544,0,0.05732484076433121,6,0,9
718318,1209854,0,0.09623430962343096,11,0,23
718321,718338,1,0.09290322580645162,25,0,72
718321,1334932,0,0.09342560553633218,16,0,27
718321,728515,0,0.10299003322259136,15,0,31
718321,1205694,0,0.11262798634812286,15,0,33
718321,1289601,0,0.11436170212765957,16,0,43
718321,1085956,0,0.10079575596816977,16,0,38
718321,792321,0,0.1072961373390558,12,0,25
718321,1106234,0,0.10793650793650794,18,0,34
718321,805914,0,0.09202453987730061,13,0,30
718321,1280463,0,0.09259259259259259,13,0,25
718321,778274,0,0.09565217391304348,14,0,33
718321,1137258,0,0.10803324099722991,16,0,39
718321,844292,0,0.09601873536299765,15,0,41
718321,1065176,0,0.10891089108910891,14,0,33
718321,889174,0,0.07954545454545454,12,0,21
718321,1096459,0,0.10507246376811594,13,0,29
718321,1366613,0,0.08108108108108109,13,0,24
718321,767956,0,0.035650623885918005,8,0,20
718321,1200571,0,0.10989010989010989,16,0,40
718321,958005,0,0.10746268656716418,16,0,36
718321,1132982,0,0.08597285067873303,10,0,19
718321,921480,0,0.07272727272727272,7,0,12
718321,1366338,0,0.11439114391143912,13,0,31
718321,1392754,0,0.10676156583629894,15,0,30
718321,952523,0,0.11294117647058824,17,0,48
718322,718338,1,0.07539682539682539,21,1,57
718322,1280857,0,0.11646586345381527,15,2,29
718322,1014751,0,0.10996563573883161,13,2,32
718322,852433,0,0.07723577235772358,11,0,19
718322,1263952,0,0.07818930041152264,10,0,19
718322,1458994,0,0.07758620689655173,9,1,18
718322,840663,0,0.08583690987124463,11,0,20
718322,1455718,0,0.1,10,1,20
718322,790553,0,0.1024390243902439,8,0,21
718322,1344021,0,0.08629441624365482,10,0,17
718322,1261701,0,0.1165644171779141,10,0,19
718322,1428246,0,0.0892018779342723,12,0,19
718322,1351575,0,0.10555555555555556,10,0,19
718322,1014814,0,0.07874015748031496,12,0,20
718322,1276302,0,0.08627450980392157,12,0,22
718322,883111,0,0.1346153846153846,15,1,35
718322,1406797,0,0.07472527472527472,14,2,34
718322,1462321,0,0.10330578512396695,12,0,25
718322,735910,0,0.09392265193370165,11,1,17
718322,1320336,0,0.09398496240601503,13,0,25
718322,1174300,0,0.10837438423645321,12,0,22
718322,1211510,0,0.08835341365461848,13,0,22
718322,667972,0,0.11486486486486487,13,0,17
718322,1281716,0,0.0891089108910891,11,0,18
718322,1416324,0,0.0924092409240924,15,1,28
718323,718338,1,0.07407407407407407,20,1,56
718323,921475,0,0.09433962264150944,12,1,25
718323,1455719,0,0.08080808080808081,9,0,16
718323,1293508,0,0.09292035398230089,12,0,21
718323,928663,0,0.10480349344978165,11,0,24
718323,1281443,0,0.0945273631840796,9,0,19
718323,1284206,0,0.075,8,0,15
718323,973652,0,0.06896551724137931,5,0,8
718323,1203406,0,0.1,12,0,27
